trip,yyyy,mm,dd,rhtimei,plantID,fam,gen,epi,ssp,spcod,mtime,rhtimef,ltype,scan,nleaf,nlunit,npet,muf,mup,cii,ef,ttype,td,tl,tmu,tv,tdm,ldm,pdm,prob,checkID
10,2017,10,6,1500,122296,Chrysobalanaceae,Licania,sp.11.PP,,CHRY_Lic11P,3530,2030,simple,ok,2,2,2,656,30,1,165,branch,NA,NA,NA,NA,NA,279,9,,
10,2017,10,6,1500,122353,Fabaceae,Inga,obidensis,,FABA_Ingobi,3522,2022,compound,ok?,2,,4,371,63,1,159,branch,437,89,174,162,93,183,26,trait,ok
10,2017,10,6,1500,122359,Chrysobalanaceae,Licania,heteromorpha,prismatocarpa FITO,CHRY_Lichet-p,3958,2458,simple,ok,6,6,6,801,43,1,170,branch,690,96,472,408,265,388,18,,
10,2017,10,6,1500,122375,Rubiaceae,Stachyarrhena,acuminata,,RUBI_Staacu,3914,2414,simple,ok,8,8,8,456,20,1,157,branch,554,89,247,209,141,213,8,,
10,2017,10,6,1500,122405,Lauraceae,Ocotea,subterminalis,,LAUR_Ocosub,3517,2017,simple,ok,8,8,8,865,46,1,151,branch,NA,NA,NA,NA,NA,419,21,rgr,
10,2017,10,6,1500,122472,Euphorbiaceae,Pausandra,macropetala,,EUPH_Paumac,4029,2529,simple,ok,1,1,1,1666,164,1.125,210,branch,NA,NA,NA,NA,NA,776,66,,
10,2017,10,7,1500,132866,Quiinaceae,Lacunaria,macrostachya,,QUII_Lacmac,4032,2532,simple,ok,2,2,2,875,55,1,204,branch,NA,NA,NA,NA,NA,370,18,,
10,2017,10,7,1500,132901,Sapotaceae,Pouteria,filipes,,SAPO_Poufil,3915,2415,simple,ok,6,6,6,1941,102,1.5,223,branch,476,83,186,170,91,971,42,q,
10,2017,10,7,1500,132921,Myrtaceae,Calyptranthes,paniculata,,MYRT_Calpan,3921,2421,simple,ok,11,11,11,1084,63,1,250,branch,525,106,264,208,171,576,32,,
10,2017,10,7,1500,132933,Peraceae,Pogonophora,schomburgkiana,,PERA_Pogsch,3824,2324,simple,ok,9,9,9,710,37,1.125,196,branch,450,109,212,196,111,331,13,,
10,2017,10,7,1500,132935,Olacaceae,Ptychopetalum,olacoides,,OLAC_Ptyola,3907,2407,simple,ok,10,10,10,590,10,1,194,branch,600,92,275,241,144,203,3,,
10,2017,10,7,1500,132938,Anacardiaceae,Anacardium,parvifolium,,ANAC_Anapar,3830,2330,simple,ok,5,5,5,981,103,1,117,branch,551,89,203,226,95,329,27,,
10,2017,10,7,1500,132948,Burseraceae,Protium,paniculatum,modestum,BURS_Propan-M,3836,2336,compound,ok?,2,,2,704,186,1,187,branch,488,77,170,150,86,375,83,,ok
10,2017,10,7,1500,132949,Euphorbiaceae,Micrandropsis,scleroxylon,,EUPH_Micscl,3828,2328,simple,ok,6,6,6,1147,146,1.125,167,branch,621,92,336,305,182,556,54,,YES
10,2017,10,7,1500,132969,Lauraceae,Ocotea,scabrella,,LAUR_Ocosca,3850,2350,simple,ok,5,5,5,2513,144,1.125,212,branch,448,65,112,107,51,1086,56,,ok
10,2017,10,7,1500,132972,Sapindaceae,Matayba,purgans,,SAPI_Matpur,4037,2537,compound,ok?,0.5,,1,964,1766,1.25,176,branch,NA,NA,NA,NA,NA,766,420,,
10,2017,10,7,1500,133008,Melastomataceae,Miconia,sp.5.FITO,,MELA_Micsp5,3910,2410,simple,ok,5,5,5,1351,116,1.5,251,branch,458,101,200,175,90,523,30,,ok
10,2017,10,7,1500,133014,Lauraceae,Rhodostemonodaphne,aff.scandens.PFRD,,LAUR_Rhoaff,3833,2333,simple,ok,6,6,6,1382,107,1.125,348,branch,375,89,130,118,66,513,26,q,
10,2017,10,7,1500,133025,Annonaceae,Duguetia,asterotricha,,ANNO_Dugast,3843,2343,simple,ok,6,6,6,1854,84,1,191,branch,631,75,268,270,101,795,30,,ok
10,2017,10,7,1500,133036,Annonaceae,Xylopia,benthamii,,ANNO_Xylben,3853,2353,simple,ok,12,12,12,333,6,1.75,152,branch,674,98,414,386,268,150,3,,ok
10,2017,10,7,1500,133074,Siparunaceae,Siparuna,reginae,,SIPA_Sipreg,3903,2403,simple,ok,5,5,5,546,30,1.125,289,branch,578,83,256,244,101,131,6,trait,YES
10,2017,10,7,1500,133109,Lauraceae,Aniba,parviflora,,LAUR_Anipar,3925,2425,simple,"ok, but image 002 had wrong id (1323109)",10,10,10,444,34,1.5,238,branch,733,98,441,464,265,242,14,,
10,2017,10,7,1500,133111,Sapotaceae,Chromolucuma,rubriflora,,SAPO_Chrrub,3900,2400,simple,ok,3,3,3,1459,65,1,175,branch,808,97,616,608,214,497,13,,
10,2017,10,7,NA,133153,Lauraceae,Aniba,rosaeodora,,LAUR_Aniros,NA,NA,simple,NA,NA,NA,NA,NA,NA,2,NA,branch,NA,NA,NA,NA,NA,NA,NA,rgr,
10,2017,10,7,1500,133208,Sapotaceae,Chrysophyllum,manaosense,B PP,SAPO_Chrman,3537,2037,simple,ok,2,2,2,781,71,1.5,144,branch,528,100,241,233,104,347,17,,ok
10,2017,10,7,1500,142540,Chrysobalanaceae,Licania,heteromorpha,,CHRY_Lichet,3239,1739,simple,ok,6,6,6,733,46,1.25,206,branch,554,89,292,256,164,376,15,,
10,2017,10,7,1500,142551,Moraceae,Maquira,guianensis,,MORA_Maqgui,3137,1637,simple,ok,10,10,10,264,7,1.5,137,branch,469,95,166,157,96,102,2,,
10,2017,10,7,1500,142552,Nyctaginaceae,Pisonia,tomentosa,,NYCT_Pistom,3132,1632,simple,ok,5,5,5,1914,266,2,192,branch,703,93,361,356,120,556,49,,
10,2017,10,7,1500,142633,Sapotaceae,Pouteria,durlandii,,SAPO_Poudur,3116,1616,simple,ok,5,5,5,910,33,2,161,branch,419,103,163,161,75,363,5,qr,yes
10,2017,10,7,1500,142643,Salicaceae,Casearia,sylvestris,,SALI_Cassyl,3200,1700,compound,ok?,16,,16,441,6,1.25,133,branch,492,72,172,157,76,149,2,,ok
10,2017,10,7,1500,142647,Fabaceae,Inga,obidensis,,FABA_Ingobi,3122,1622,compound,ok?,4,,4,516,43,1,161,branch,865,88,599,530,329,267,17,,ok
10,2017,10,7,1500,142651,Fabaceae,Inga,sp.7.FITO,,FABA_Ingsp7,3229,1729,compound,ok?,1.5,,3,821,144,1,205,branch,581,75,176,204,85,297,45,,
10,2017,10,7,1500,142667,Sapotaceae,Chromolucuma,rubriflora,,SAPO_Chrrub,3225,1725,simple,ok,2,2,2,1696,159,1.5,235,branch,634,87,300,296,123,716,41,,
10,2017,10,7,1500,142669,Lauraceae,Licaria,guianensis,,LAUR_Licgui,3217,1717,simple,ok,15,15,15,159,11,1.125,143,branch,306,66,56,47,29,73,4,,
10,2017,10,7,1500,142692,Sapindaceae,Talisia,sp.5.FITO,,SAPI_Talsp5,3154,1654,compound,ok?,0.5,,1,2125,855,2,196,branch,NA,NA,NA,NA,NA,1150,372,,ok
10,2017,10,7,1500,142709,Melastomataceae,Miconia,holosericea,,MELA_Michol,3127,1627,simple,ok,5,5,5,2023,173,1.125,192,branch,535,99,289,255,162,836,46,,
10,2017,10,7,1500,142710,Moraceae,Brosimum,sp.1.PP,,MORA_Brosp1,3214,1714,simple,ok,10,10,10,367,5,1,193,branch,258,61,45,40,21,123,2,,
10,2017,10,7,1500,142743,Salicaceae,Casearia,sylvestris,,SALI_Cassyl,3145,1645,compound,ok?,20,,20,350,9,1,145,branch,400,92,163,148,78,143,3,qr;rgr,ok
10,2017,10,7,1500,142754,Urticaceae,Pourouma,sp.B.PP,,URTI_PouspB,3233,1733,simple,ok,2,2,2,1528,572,1,200,branch,NA,NA,NA,NA,NA,586,152,,
10,2017,10,7,1500,142759,Sapindaceae,Talisia,eximia,,SAPI_Talexi,3210,1710,compound,ok?,1,,1,952,236,1,159,branch,NA,NA,NA,NA,NA,502,139,qr,
10,2017,10,7,1500,153598,Melastomataceae,Miconia,sp.7.FITO,,MELA_Micsp7,3418,1918,simple,ok,5,5,5,461,21,1.25,158,branch,541,93,271,228,163,192,7,,ok
10,2017,10,7,1500,153617,Violaceae,Amphirrhox,longifolia,,VIOL_Amplon,3420,1920,simple,ok,5,5,5,1001,100,1.25,203,branch,607,99,356,317,193,402,32,,
10,2017,10,7,1500,153619,Malvaceae,Eriotheca,globosa,,MALV_Eriglo,3506,2006,?,ok?,2,,2,4853,1381,NA,350,branch,656,105,362,332,148,1369,420,,
10,2017,10,7,1500,153635,Salicaceae,Casearia,negrensis,,SALI_Casneg,3406,1906,simple,ok,15,15,15,603,29,1.125,170,branch,479,95,230,200,131,247,7,,
10,2017,10,7,1500,153641,Fabaceae,Dimorphandra,parviflora,,FABA_Dimpar,3250,1750,bipinnate,ok?,1,,1,769,246,1.5,88,branch,648,73,292,257,167,291,109,,
10,2017,10,7,1500,153642,Clusiaceae,Tovomita,sp.2.FITO,,CLUS_Tovsp2,3400,1900,simple,ok,6,6,6,2244,163,1.5,254,branch,562,73,217,184,111,826,48,,ok
10,2017,10,7,1500,153657,Fabaceae,Bocoa,viridiflora,,FABA_Bocvir,3311,1811,compound,ok?,3,,3,616,74,1.125,161,branch,394,84,135,117,83,315,34,,ok
10,2017,10,7,1500,153672,Moraceae,Pseudolmedia,laevis,,MORA_Pselae,3355,1855,simple,ok,5,5,5,576,26,1.5,153,branch,771,91,424,415,259,314,8,,ok
10,2017,10,7,1500,153673,Fabaceae,Swartzia,cuspidata,,FABA_Swacus,3410,1910,compound,ok?,3,,3,220,17,1.5,143,branch,654,100,443,392,265,100,8,,ok
10,2017,10,7,1500,153679,Boraginaceae,Cordia,nodosa,,BORA_Cornod,3626,2126,simple,ok,2,2,2,559,31,1.75,245,branch,460,82,148,160,63,233,7,,yes
10,2017,10,7,1500,153684,Rubiaceae,Tocoyena,sp.1.FITO,,RUBI_Tocsp1,3616,2116,simple,ok,6,6,6,1135,47,1.25,352,branch,311,96,92,82,41,448,61,,
10,2017,10,7,1500,153686,Burseraceae,Protium,hebetatum,,BURS_Proheb,3422,1922,compound,ok?,0.5,,1,298,206,1.75,143,branch,456,71,139,135,69,146,82,,
10,2017,10,7,1500,153710,Boraginaceae,Cordia,nodosa,,BORA_Cornod,3623,2123,simple,ok,5,5,5,952,28,1.25,189,branch,356,93,113,105,34,356,7,q,yes
10,2017,10,7,1500,153713,Annonaceae,Duguetia,flagellaris,,ANNO_Dugfla,3328,1828,simple,ok,5,5,5,771,24,1.25,168,branch,415,76,145,127,71,375,11,,
10,2017,10,7,1500,153720,Lecythidaceae,Gustavia,elliptica,,LECY_Gusell,3429,1929,simple,ok,4,4,4,1026,48,1.25,170,branch,389,78,126,109,60,436,17,,
10,2017,10,7,1500,153721,Sapotaceae,Manilkara,sp.2.FITO,,SAPO_Mansp2,3320,1820,simple,ok,6,6,6,729,65,1.125,189,branch,504,84,225,199,141,370,26,,
10,2017,10,7,1500,153733,Chrysobalanaceae,Licania,sp.2.FITO,,CHRY_Licsp2,3316,1816,simple,ok,6,6,6,824,40,1,156,branch,444,80,153,126,92,405,14,,ok
10,2017,10,7,1500,153758,Malvaceae,Scleronema,micranthum,,MALV_Sclmic,3427,1927,simple,ok,6,6,6,844,140,1,168,branch,573,95,289,260,141,350,43,,
10,2017,10,7,1500,153776,Humiriaceae,Sacoglottis,ceratocarpa,,HUMI_Saccer,3333,1833,simple,ok,5,5,5,1037,74,1,318,branch,516,92,301,252,190,550,29,,ok
10,2017,10,7,1500,153811,Myrtaceae,Myrcia,rufipila,,MYRT_Myrruf,3435,1935,simple,ok,20,20,20,533,11,1.125,240,branch,415,81,170,138,108,227,5,,ok
10,2017,10,7,1500,153815,Elaeocarpaceae,Sloanea,rufa,forma b PP,ELAE_Sloruf-b,3458,1958,simple,ok,1,1,1,2591,386,1.125,288,branch,NA,NA,NA,NA,NA,1233,116,,ok
10,2017,10,7,1500,153834,Sapotaceae,Pouteria,manaosensis,,SAPO_Pouman,3613,2113,simple,ok,2,2,2,1020,87,1,141,branch,NA,NA,NA,NA,NA,485,9,qr,
10,2017,10,7,1500,153836,Monimiaceae,Mollinedia,ovata,,MONI_Molova,3308,1808,simple,ok,5,5,5,2265,146,1.125,364,branch,493,75,145,146,63,718,40,qr;rgr;mstem,
10,2017,10,7,1500,153840,Urticaceae,Pourouma,cucura,,URTI_Poucuc,3343,1843,simple,ok,2,2,2,2135,778,1.5,230,branch,NA,NA,NA,NA,NA,986,217,,
10,2017,10,7,1500,153845,Chrysobalanaceae,Licania,sp.2.FITO,,CHRY_Licsp2,3445,1945,simple,ok,5,5,5,410,17,1,162,branch,278,88,74,64,38,186,6,,ok
10,2017,10,7,1500,153850,Myrtaceae,Eugenia,longiracemosa,,MYRT_Euglon,3338,1838,simple,ok,20,20,20,318,13,1,189,branch,384,86,137,118,73,136,4,q,
10,2017,10,7,1500,153860,Melastomataceae,Mouriri,collocarpa,,MELA_Moucol,3302,1802,simple,ok,10,10,10,823,18,1.25,264,branch,436,96,193,165,124,312,7,,ok
10,2017,10,7,1500,153865,Sapindaceae,Matayba,guianensis,,SAPI_Matgui,3455,1955,compound,ok?,2,,2,597,91,1.125,164,branch,326,85,92,80,45,263,37,rgr,ok
10,2017,10,7,1500,153866,Melastomataceae,Miconia,sp.nov.aff.lepidota/punctata.FITO,,MELA_Micspn,3450,1950,simple,ok,5,5,5,1685,173,1.5,222,branch,600,92,334,285,172,605,52,,ok
10,2017,10,7,1500,153870,Melastomataceae,Miconia,sp.nov.aff.lepidota/punctata.FITO,,MELA_Micspn,3325,1825,simple,ok,5,5,5,1497,166,1.25,231,branch,568,92,326,279,184,608,57,q,ok
10,2017,10,7,1500,153871,Siparunaceae,Siparuna,sarmentosa,,SIPA_Sipsar,3350,1850,simple,ok,5,5,5,1206,90,1.125,241,branch,386,89,128,115,59,403,33,,
10,2017,10,7,1345,170041,Annonaceae,Guatteria,blepharophylla,,ANNO_Guable,3232,1887,simple,ok,6,6,6,873,40,1.125,159,branch,453,86,145,133,64,382,17,q,
10,2017,10,7,1345,170066,Euphorbiaceae,Pausandra,macropetala,,EUPH_Paumac,3210,1865,simple,ok,1,1,1,2008,227,1,208,branch,NA,NA,NA,NA,NA,992,89,,
10,2017,10,7,1345,170098,Burseraceae,Protium,altsonii/laxiflorum.FITO,,BURS_Proall,3147,1802,compound,ok?,0.5,,1,453,212,1.125,152,branch,NA,NA,NA,NA,NA,220,78,qr,ok
10,2017,10,7,1345,170130,Simaroubaceae,Simaba,polyphylla,,SIMA_Simpol,3238,1893,compound,ok?,2,,2,307,92,1.125,134,branch,817,64,394,361,227,148,41,,ok
10,2017,10,7,1345,170160,Meliaceae,Trichilia,micrantha,,MELI_Trimic,3143,1798,compound,ok?,3,,3,627,93,1.125,168,branch,NA,NA,NA,NA,NA,242,39,,
10,2017,10,7,1345,170165,Lauraceae,Aniba,panurensis,,LAUR_Anipan,3214,1869,simple,ok,5,5,5,1577,114,1,258,branch,429,88,138,134,55,770,36,,ok
10,2017,10,7,1345,170171,Malvaceae,Scleronema,micranthum,,MALV_Sclmic,3204,1859,simple,ok,6,6,6,972,160,1.125,158,branch,558,97,273,262,113,357,48,,
10,2017,10,7,1345,170197,Moraceae,Maquira,sclerophylla,,MORA_Maqscl,3152,1807,simple,ok,5,5,5,1543,168,1,186,branch,872,100,552,622,178,529,28,,
10,2017,10,7,1345,170211,Melastomataceae,Mouriri,dimorphandra,,MELA_Moudim,3219,1874,simple,ok,8,8,8,1525,54,1,217,branch,749,93,492,402,333,667,25,,
10,2017,10,7,1345,170228,Clusiaceae,Garcinia,acuminata,,CLUS_Garacu,3207,1862,simple,ok,6,6,6,1222,75,1,260,branch,659,105,448,379,267,558,20,,
10,2017,10,7,1345,170229,Sapotaceae,Pouteria,opposita,,SAPO_Pouopp,3135,1790,simple,ok,3,3,3,1768,167,1,257,branch,NA,NA,NA,NA,NA,762,48,qr,
10,2017,10,7,1345,170234,Rubiaceae,Faramea,sp.5.FITO,,RUBI_Farsp5,3201,1856,simple,ok,7,7,7,713,11,1,197,branch,407,91,159,138,88,365,4,,
10,2017,10,7,1345,170302,Fabaceae,Abarema,mataybifolia,,FABA_Abamat,3222,1877,bipinnate,ok?,1,,1,770,248,2,131,branch,NA,NA,NA,NA,NA,252,105,,
10,2017,10,7,1345,170317,Euphorbiaceae,Pausandra,macropetala,,EUPH_Paumac,3155,1810,simple,ok,1,1,1,1398,134,NA,227,branch,915,106,721,672,274,598,45,,
10,2017,10,7,1345,170341,Euphorbiaceae,Pausandra,macropetala,,EUPH_Paumac,3212,1867,simple,ok,1,1,1,1745,182,2,233,branch,1045,94,951,867,432,755,59,trait,
10,2017,10,4,1345,172227,Annonaceae,Guatteriopsis,friesiana,,ANNO_Gutfri,3637,2292,simple,"ok, but image 001 had wrong id (17227)",5,5,5,1704,44,1,217,branch,541,74,190,190,79,623,18,,ok
10,2017,10,4,1345,172245,Malvaceae,Theobroma,sylvestre,,MALV_Thesyl,3702,2357,simple,ok,5,5,5,1456,117,1.25,221,branch,462,102,187,189,80,659,34,,
10,2017,10,4,1345,172284,Moraceae,Pseudolmedia,laevis,,MORA_Pselae,3643,2298,simple,ok,10,10,10,521,17,1.125,151,branch,408,91,145,130,85,267,6,,ok
10,2017,10,4,1345,172286,Lacistemataceae,Lacistema,grandifolium,,LACI_Lacgra,3647,2302,simple,ok,10,10,10,599,16,1.125,178,branch,522,100,271,243,114,202,3,,
10,2017,10,4,1345,172307,Myrtaceae,Myrcia,rufipila,,MYRT_Myrruf,3721,2376,simple,ok,15,15,15,465,19,1,251,branch,711,97,562,454,368,222,6,trait,ok
10,2017,10,4,1345,172317,Siparunaceae,Siparuna,cuspidata,,SIPA_Sipcus,3718,2373,simple,ok,10,10,10,518,26,1,236,branch,483,92,234,198,123,176,6,,
10,2017,10,4,1345,172330,Lauraceae,Ocotea,delicata,,LAUR_Ocodel,3706,2361,simple,ok,10,10,10,756,30,1,180,branch,382,107,131,124,68,354,12,qr,ok
10,2017,10,4,1345,172338,Linaceae,Roucheria,punctata,,LINA_Roupun,3657,2312,simple,"ok, but images had wrong id (172337)",7,7,7,1182,65,1.125,193,branch,703,98,387,346,223,441,30,,YES
10,2017,10,4,1345,172340,Annonaceae,Guatteria,discolor,,ANNO_Guadis,3755,2410,simple,ok,2,2,2,2366,94,1.25,325,branch,992,100,824,865,363,915,34,,ok
10,2017,10,4,1345,172345,Melastomataceae,Miconia,aff. hypoleuca,,MELA_Micaff,3640,2295,simple,ok,6,6,6,616,88,1.25,214,branch,737,93,429,376,250,298,26,,ok
10,2017,10,4,1345,172347,Fabaceae,Inga,sp.7.FITO,,FABA_Ingsp7,3654,2309,even-pinnate,ok?,1,,2,605,69,1.25,185,branch,666,103,350,402,163,159,15,trait,
10,2017,10,4,1345,172356,Malvaceae,Scleronema,micranthum,,MALV_Sclmic,3748,2403,simple,ok,6,6,6,722,137,1.125,200,branch,662,102,433,407,203,277,238,qr;rgr,
10,2017,10,4,1345,172373,Lacistemataceae,Lacistema,aggregatum/polystachyum PP,,LACI_Lacagp,3634,2289,simple,ok,8,8,8,858,23,1.25,259,branch,512,94,229,222,112,235,6,,yes
10,2017,10,4,1345,172384,Myrtaceae,Eugenia,sp.13.FITO,,MYRT_Eugs13,3733,2388,simple,ok,8,8,8,500,25,1,191,branch,365,83,119,102,69,248,9,,
10,2017,10,4,1345,172399,Moraceae,Pseudolmedia,laevis,,MORA_Pselae,3709,2364,simple,ok,5,5,5,856,35,1.25,174,branch,572,99,290,270,167,398,11,,ok
10,2017,10,4,1345,172405,Lecythidaceae,Gustavia,elliptica,,LECY_Gusell,3727,2382,simple,ok,5,5,5,1196,49,1.25,195,branch,420,89,150,129,83,490,15,,
10,2017,10,4,1345,172419,Fabaceae,Andira,trifoliolata,,FABA_Andtri,3738,2393,compound,ok?,2,,2,942,140,1.5,145,branch,862,96,752,650,388,367,48,trait,
10,2017,10,4,1345,172427,Myrtaceae,Myrcia,cuprea,,MYRT_Myrcup,3812,2467,simple,ok,10,10,10,561,32,1.25,232,branch,493,98,247,209,148,286,15,,
10,2017,10,4,1345,172431,Fabaceae,Swartzia,cuspidata,,FABA_Swacus,3743,2398,compound,ok?,3,,3,299,28,1.25,155,branch,691,101,459,402,279,129,12,,ok
10,2017,10,4,1345,172458,Linaceae,Roucheria,punctata,,LINA_Roupun,3808,2463,simple,ok,5,5,5,315,12,2,152,branch,288,95,92,80,44,142,5,,
10,2017,10,4,1345,172460,Simaroubaceae,Simaba,polyphylla,,SIMA_Simpol,3828,2483,compound,ok?,0.5,,1,969,838,1.5,248,branch,NA,NA,NA,NA,NA,381,322,,ok
10,2017,10,4,1345,172464,Fabaceae,Inga,sp.9.FITO,,FABA_Ingsp9,3759,2414,even-pinnate,ok?,1,,2,923,361,2,184,branch,743,94,468,435,206,385,141,,
10,2017,10,4,1345,172467,Myristicaceae,Compsoneura,ulei,,MYRI_Comule,3736,2391,simple,ok,5,5,5,1171,81,1.5,267,branch,394,97,142,126,58,407,22,,yes
10,2017,10,4,1345,172471,Fabaceae,Sclerolobium,sp.8.FITO,,FABA_Sclsp8,3815,2470,even-pinnate,ok?,0.5,,1,709,485,2,135,branch,1096,98,1173,1032,673,386,217,rgr,yes
10,2017,10,4,1345,172472,Fabaceae,Swartzia,cuspidata,,FABA_Swacus,3801,2456,compound,ok?,3,,3,235,20,1.5,134,branch,583,85,274,246,168,112,9,light;arch,ok
10,2017,10,4,1345,172485,Moraceae,Pseudolmedia,laevis,,MORA_Pselae,3750,2405,simple,ok,5,5,5,804,23,2.5,219,branch,618,90,356,314,202,395,9,,ok
10,2017,10,4,1500,173539,Ochnaceae,Ouratea,discophora,,OCHN_Ourdis,4230,2730,simple,ok,5,5,5,920,33,1,226,branch,510,92,217,186,129,447,15,,
10,2017,10,4,1500,173548,Annonaceae,Duguetia,flagellaris,,ANNO_Dugfla,4237,2737,simple,ok,5,5,5,840,27,1,162,branch,686,82,358,320,168,395,7,,
10,2017,10,4,1500,173554,Monimiaceae,Mollinedia,ovata,,MONI_Molova,4225,2725,simple,ok,6,6,6,1748,80,1,347,branch,414,105,174,155,75,477,16,,
10,2017,10,4,1500,173561,Boraginaceae,Cordia,nodosa,,BORA_Cornod,4304,2804,simple,ok,7,7,7,988,20,1,149,branch,311,95,84,89,28,357,6,qr;rgr,yes
10,2017,10,4,1500,173582,Lecythidaceae,Lecythis,pisonis,,LECY_Lecpis,4242,2742,simple,ok,10,10,10,440,16,1.125,125,branch,483,102,258,242,133,193,5,,
10,2017,10,4,1500,173585,Sapindaceae,Talisia,sp.2.FITO,,SAPI_Talsp2,4316,2816,compound,"ok?, but image 002 had wrong id (172585)",0.5,,1,1298,1022,1,124,branch,NA,NA,NA,NA,NA,742,720,,
10,2017,10,4,1500,173601,Humiriaceae,Sacoglottis,guianensis,,HUMI_Sacgui,4206,2706,simple,ok,5,5,5,638,29,1.125,208,branch,410,101,169,140,103,335,14,,ok
10,2017,10,4,1500,173610,Siparunaceae,Siparuna,cuspidata,,SIPA_Sipcus,4255,2755,simple,ok,10,10,10,371,18,1.125,209,branch,440,100,162,143,74,132,5,,
10,2017,10,4,1500,173623,Siparunaceae,Siparuna,cuspidata,,SIPA_Sipcus,4235,2735,simple,"ok, images with wrong id (173626)",10,10,10,326,10,1,220,branch,695,97,412,374,213,122,3,,
10,2017,10,4,1500,173638,Chrysobalanaceae,Hirtella,duckei,,CHRY_Hirduc,4253,2753,simple,ok,5,5,5,487,17,1,118,branch,390,92,130,111,75,243,7,,ok
10,2017,10,4,1500,173649,Meliaceae,Trichilia,micropetala,,MELI_Trimip,3539,2039,compound,ok?,1,,1,719,111,1,171,branch,NA,NA,NA,NA,NA,299,47,,
10,2017,10,4,1500,173650,Ixonanthaceae,Cyrillopsis,paraensis,,IXON_Cyrpar,4204,2704,simple,ok,5,5,5,500,17,1.25,151,branch,338,95,107,94,57,198,7,,
10,2017,10,4,1500,173668,Fabaceae,Swartzia,polyphylla,,FABA_Swapol,4212,2712,compound,ok?,2,,2,909,192,1,204,branch,648,92,392,337,230,386,93,,
10,2017,10,4,1500,173674,Lecythidaceae,Gustavia,elliptica,,LECY_Gusell,4210,2710,simple,ok,5,5,5,605,29,1.125,134,branch,420,106,176,150,83,254,9,,
10,2017,10,4,1500,173709,Fabaceae,Tachigali,myrmecophila,,FABA_Tacmyr,4328,2828,compound,ok?,0.5,,1,1552,866,1.25,202,branch,NA,NA,NA,NA,NA,878,448,,
10,2017,10,4,1500,173724,Ochnaceae,Ouratea,discophora,,OCHN_Ourdis,4058,2558,simple,ok,4,4,4,1446,71,1,245,branch,505,86,235,211,135,696,34,,
10,2017,10,4,1500,173726,Malvaceae,Theobroma,sylvestre,,MALV_Thesyl,4217,2717,simple,ok,3,3,3,697,38,1,189,branch,374,83,108,100,48,316,10,,
10,2017,10,4,1500,173751,Myrtaceae,Calyptranthes,fasciculata,,MYRT_Calfas,4221,2721,simple,ok,10,10,10,412,13,1,206,branch,204,93,48,44,26,173,4,,yes
10,2017,10,4,1500,173759,Malvaceae,Theobroma,sylvestre,,MALV_Thesyl,4200,2700,simple,ok,5,5,5,1672,119,1.5,205,branch,541,67,139,147,55,695,62,,
10,2017,10,4,1500,173785,Fabaceae,Inga,sp.11.FITO,,FABA_Ings11,4248,2748,compound,ok?,4,,4,601,39,1.125,230,branch,586,81,258,229,160,284,21,,ok
10,2017,10,4,1345,202443,Fabaceae,Swartzia,longistipitata,,FABA_Swalon,4439,3094,compound,ok?,5,,5,187,13,1,108,branch,228,89,61,52,36,84,4,,ok
10,2017,10,4,1345,202566,Myristicaceae,Virola,multinervia,,MYRI_Virmul,4345,3000,simple,ok,5,5,5,1636,115,3.5,140,branch,755,88,390,436,185,814,30,,
10,2017,10,4,1345,202573,Fabaceae,Inga,lateriflora,,FABA_Inglat,4431,3086,compound,ok?,2,,2,225,33,1.25,145,branch,267,77,56,52,25,82,11,,ok
10,2017,10,4,1345,202583,Euphorbiaceae,Micrandropsis,,,,4342,2997,simple,ok,4,4,4,815,123,1.25,143,branch,499,106,242,219,124,412,47,,YES
10,2017,10,4,1345,202588,Fabaceae,Sclerolobium,sp.8.FITO,,FABA_Sclsp8,4435,3090,compound,ok?,0.5,,1,950,734,1.25,130,branch,NA,NA,NA,NA,NA,486,345,,yes
10,2017,10,4,1345,202632,Annonaceae,Bocageopsis,multiflora,,ANNO_Bocmul,4412,3067,simple,ok,30,30,30,163,4,1.25,109,branch,252,87,56,51,27,76,2,,ok
10,2017,10,4,1345,202636,Siparunaceae,Siparuna,cuspidata,,SIPA_Sipcus,4407,3062,simple,ok,10,10,10,595,26,1.5,187,branch,324,94,100,87,47,198,8,,
10,2017,10,4,1345,202653,Chrysobalanaceae,Hirtella,duckei,,CHRY_Hirduc,4209,2864,simple,ok,5,5,5,674,25,2,138,branch,429,96,198,164,121,373,13,,ok
10,2017,10,4,1345,202662,Euphorbiaceae,Conceveiba,guianensis,,EUPH_Congui,4218,2873,simple,ok,3,3,3,2257,593,1.25,187,branch,834,97,543,549,208,872,149,,
10,2017,10,4,1345,202666,Chrysobalanaceae,Licania,heteromorpha,,CHRY_Lichet,4452,3107,simple,ok,5,5,5,771,43,1.25,197,branch,450,105,223,200,135,387,18,,
10,2017,10,4,1345,202692,Euphorbiaceae,Pausandra,macropetala,,EUPH_Paumac,4350,3005,simple,ok,1,1,1,988,93,1,220,branch,NA,NA,NA,NA,NA,445,32,,
10,2017,10,4,1345,202698,Malpighiaceae,Byrsonima,rodriguesii,,MALP_Byrrod,4223,2878,simple,ok,5,5,5,323,21,1,183,branch,817,86,484,412,280,121,7,,yes
